current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,sess_num,previous_image,is_not_last_trial,all_blanks_list
stimuli_labeled/coco_shared_578__woman_with_umbrella.jpg,0,0,0,0,4,0,blank,1,"[9, 20, 35]"
stimuli_labeled/coco_shared_529__children_brushing_teeth.jpg,0,1,0,0,4,0,"woman
with
umbrella",1,"[9, 20, 35]"
stimuli_labeled/coco_shared_292__laptop_cat_bookshelf.jpg,0,2,0,0,4,0,"children
brushing
teeth",1,"[9, 20, 35]"
stimuli_labeled/coco_nonshared_66952__nighttime_street_scene.jpg,0,3,0,0,4,0,"laptop
cat
bookshelf",1,"[9, 20, 35]"
stimuli_labeled/coco_shared_348__heartshaped_kite_flying.jpg,0,4,0,0,4,0,"nighttime
street
scene",1,"[9, 20, 35]"
stimuli_labeled/coco_shared_918__spice_rack_kitchen.jpg,0,5,0,0,4,0,"heartshaped
kite
flying",1,"[9, 20, 35]"
stimuli_labeled/coco_shared_123__modern_sleek_kitchen.jpg,0,6,0,0,4,0,"spice
rack
kitchen",1,"[9, 20, 35]"
stimuli_labeled/coco_nonshared_10199__puppy_studying_books.jpg,0,7,0,0,4,0,"modern
sleek
kitchen",1,"[9, 20, 35]"
stimuli_labeled/coco_shared_157__computer_setup_soccer.jpg,0,8,0,0,4,0,"puppy
studying
books",1,"[9, 20, 35]"
blank.jpg,0,9,1,0,4,0,"computer
setup
soccer",1,"[9, 20, 35]"
stimuli_labeled/coco_nonshared_54449__protestors_against_foreclosures.jpg,0,10,0,0,4,0,blank,1,"[9, 20, 35]"
stimuli_labeled/coco_shared_928__ornate_antique_room.jpg,0,11,0,0,4,0,"protestors
against
foreclosures",1,"[9, 20, 35]"
stimuli_labeled/target2__orange_crate_fruit_shop.jpg,0,12,0,0,4,0,"ornate
antique
room",1,"[9, 20, 35]"
stimuli_labeled/coco_shared_225__red_umbrella_foreground.jpg,0,13,0,0,4,0,"orange
crate
fruit
shop",1,"[9, 20, 35]"
stimuli_labeled/coco_shared_875__dog_on_boat.jpg,0,14,0,0,4,0,"red
umbrella
foreground",1,"[9, 20, 35]"
stimuli_labeled/coco_shared_210__red_stop_sign.jpg,0,15,0,0,4,0,"dog
on
boat",1,"[9, 20, 35]"
stimuli_labeled/coco_shared_473__cat_peeking_door.jpg,0,16,0,0,4,0,"red
stop
sign",1,"[9, 20, 35]"
stimuli_labeled/coco_nonshared_57419__zebras_whale_mural.jpg,0,17,0,0,4,0,"cat
peeking
door",1,"[9, 20, 35]"
stimuli_labeled/coco_nonshared_32625__teapot_on_bench.jpg,0,18,0,0,4,0,"zebras
whale
mural",1,"[9, 20, 35]"
stimuli_labeled/coco_shared_620__urban_bus_scene.jpg,0,19,0,0,4,0,"teapot
on
bench",1,"[9, 20, 35]"
blank.jpg,0,20,1,0,4,0,"urban
bus
scene",1,"[9, 20, 35]"
stimuli_labeled/coco_shared_357__kitten_on_laptop.jpg,0,21,0,0,4,0,blank,1,"[9, 20, 35]"
stimuli_labeled/extra16__man_cafe_trumpet.jpg,0,22,0,0,4,0,"kitten
on
laptop",1,"[9, 20, 35]"
stimuli_labeled/coco_shared_720__urban_bike_lane.jpg,0,23,0,0,4,0,"man
cafe
trumpet",1,"[9, 20, 35]"
stimuli_labeled/coco_shared_961__stacked_cooking_books.jpg,0,24,0,0,4,0,"urban
bike
lane",1,"[9, 20, 35]"
stimuli_labeled/target0__dad_dog_lick_feet.jpg,0,25,0,0,4,0,"stacked
cooking
books",1,"[9, 20, 35]"
stimuli_labeled/coco_shared_57__vintage_royal_scotsman.jpg,0,26,0,0,4,0,"dad
dog
lick
feet",1,"[9, 20, 35]"
stimuli_labeled/extra44__smiling_man_glasses.jpg,0,27,0,0,4,0,"vintage
royal
scotsman",1,"[9, 20, 35]"
stimuli_labeled/extra39__black_poodle_sitting.jpg,0,28,0,0,4,0,"smiling
man
glasses",1,"[9, 20, 35]"
stimuli_labeled/extra19__fruit_store_entrance.jpg,0,29,0,0,4,0,"black
poodle
sitting",1,"[9, 20, 35]"
stimuli_labeled/coco_nonshared_2999__urban_street_scene.jpg,0,30,0,0,4,0,"fruit
store
entrance",1,"[9, 20, 35]"
stimuli_labeled/coco_nonshared_59041__cats_lounging_bed.jpg,0,31,0,0,4,0,"urban
street
scene",1,"[9, 20, 35]"
stimuli_labeled/coco_shared_697__street_sign_intersection.jpg,0,32,0,0,4,0,"cats
lounging
bed",1,"[9, 20, 35]"
stimuli_labeled/coco_nonshared_17376__woodentopped_floral_tin.jpg,0,33,0,0,4,0,"street
sign
intersection",1,"[9, 20, 35]"
stimuli_labeled/coco_shared_348__heartshaped_kite_flying.jpg,1,34,0,0,4,0,"woodentopped
floral
tin",1,"[9, 20, 35]"
blank.jpg,0,35,1,1,4,0,"heartshaped
kite
flying",0,"[9, 20, 35]"
